year,annual-estival-days
1987,45
1988,40
1989,74
1990,56
1991,57
1992,47
1993,46
1994,41
1995,58
1996,49
1997,57
1998,41
1999,59
2000,53
2001,47
2002,35
2003,85
2004,53
2005,53
2006,60
2007,49
2008,36
2009,55
2010,51
2011,51
2012,53
2013,56
2014,45
2015,56
2016,53
