year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,22,3,35,5,2,-159,61,23,68
1988,21,1,-92,4,3,-275,47,17,90
1989,26,2,-101,6,0,-240,50,16,99
1990,8,1,3,3,2,-129,60,30,118
1991,29,0,-101,7,5,-342,50,18,59
1992,12,8,-74,4,2,-224,62,34,89
1993,11,1,-68,4,3,-289,63,20,68
1994,19,1,-152,4,3,-340,51,18,135
1995,20,1,-113,6,7,-286,41,21,76
1996,12,2,-122,5,8,-317,52,22,141
1997,19,5,-157,4,1,-367,52,29,125
1998,17,7,-129,4,1,-268,49,16,51
1999,13,1,-114,4,7,-350,60,23,96
2000,6,2,-56,4,4,-215,44,22,114
2001,18,0,18,5,6,-124,56,25,101
2002,26,0,-79,6,8,-310,52,19,96
2003,15,0,2,6,0,-207,67,16,77
2004,11,0,-133,5,5,-297,63,22,87
2005,8,3,-86,2,2,-252,45,34,57
2006,25,5,-80,4,2,-316,49,32,87
2007,8,0,-94,6,0,-239,53,18,95
2008,17,4,-41,5,7,-265,56,15,75
2009,18,4,-49,4,5,-156,66,16,129
2010,22,0,-61,5,2,-211,56,12,148
2011,13,1,-48,4,12,-277,58,13,63
2012,16,0,-140,6,2,-355,47,24,87
2013,19,3,-64,6,1,-177,59,27,155
2014,22,0,-61,5,6,-211,51,26,79
2015,11,0,1,5,6,-196,56,18,92
2016,12,6,-85,6,3,-277,59,19,124
2016
2017,28,4,-94,6,12,-337,41,11,35
2018,20,2,-102,4,7,-273,51,10,87
2019,26,2,-120,3,11,-329,52,9,83
2020,40,0,-158,4,8,-387,41,9,60
2021,33,5,-173,3,7,-418,42,3,112
2022,23,0,-153,3,3,-355,38,8,108
2023,17,5,-178,7,0,-435,46,7,48
2024,32,1,-191,4,5,-396,52,11,154
2025,10,0,-109,5,3,-286,43,10,94
2026,27,1,-90,6,3,-332,50,12,102
2027,27,0,-191,8,3,-409,55,4,87
2028,38,0,-64,2,11,-254,42,4,53
2029,30,4,-156,5,3,-430,49,16,47
2030,38,0,-156,5,9,-441,39,6,63
2031,33,1,-123,8,3,-334,27,5,80
2032,33,2,-134,3,7,-372,36,3,59
2033,17,2,-132,4,4,-253,55,9,126
2034,21,0,-46,4,17,-287,38,10,72
2035,26,4,-115,3,11,-284,31,13,71
2036,18,1,-31,3,5,-254,51,15,50
2037,26,4,-93,5,2,-268,51,14,60
2038,22,0,-36,4,4,-226,54,9,94
2039,23,0,-133,5,4,-352,39,9,66
2040,25,0,-136,4,5,-361,39,12,108
2041,34,0,-157,6,5,-377,33,25,59
2042,35,0,-109,6,4,-356,36,22,113
2043,18,0,-139,5,2,-309,54,3,86
2044,33,0,-130,7,8,-298,46,11,124
2045,26,2,-159,8,11,-362,39,9,151
2046,25,3,-99,6,9,-318,50,10,78

min,,,,0
max,,,,14
steps,,,,8
decimal
