year,A1,A2,A3
,label A1,label A2,label A3
1987,17,2538,139
1988,29,2444,202
1989,14,2475,89
1990,15,2570,119
1991,27,2284,225
1992,18,2836,112
1993,13,2595,140
1994,14,2725,135
1995,21,2650,170
1996,17,2672,185
1997,15,2709,145
1998,10,2784,102
1999,29,2471,202
2000,6,2681,99
2001,30,2492,182
2002,25,2449,186
2003,18,2576,129
2004,19,2508,161
2005,30,2729,165
2006,35,2790,204
2007,15,2256,116
2008,35,2522,226
2009,14,2675,125
2010,14,2484,140
2011,33,2497,206
2012,19,2634,151
2013,20,2879,143
2014,14,2655,129
2015,25,2364,196
2016,22,2465,143
2016
2017,43,2340,305
2018,28,2441,187
2019,28,2264,229
2020,49,2114,306
2021,34,2551,280
2022,22,2267,170
2023,13,2577,162
2024,20,2294,214
2025,21,2186,149
2026,17,2341,178
2027,21,2412,186
2028,48,2282,319
2029,32,2366,277
2030,41,2298,324
2031,28,2163,200
2032,34,2329,240
2033,27,2254,201
2034,36,2109,283
2035,51,2239,311
2036,40,2322,263
2037,26,2462,182
2038,38,2137,250
2039,25,2165,194
2040,42,2182,259
2041,35,2379,248
2042,45,2316,303
2043,25,2197,166
2044,56,2165,334
2045,48,2353,323
2046,27,2406,179
