year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.8,13.0,18.5,8.1
1988,6.2,14.4,17.4,8.2
1989,6.7,13.9,18.8,8.2
1990,7.5,13.7,18.1,7.7
1991,4.7,11.9,19.6,6.6
1992,4.9,13.8,18.3,6.8
1993,4.5,14.7,16.7,6.0
1994,5.8,12.7,18.2,9.5
1995,5.9,12.6,18.4,7.9
1996,3.9,12.7,16.2,6.3
1997,4.7,13.0,18.7,7.8
1998,5.6,13.8,17.6,6.3
1999,5.5,13.9,19.3,7.0
2000,5.5,14.2,17.9,9.3
2001,6.3,13.0,17.3,7.3
2002,6.6,13.7,17.3,8.9
2003,4.5,15.1,19.8,7.3
2004,4.7,12.9,18.4,7.2
2005,4.1,14.3,18.0,7.5
2006,3.6,13.9,19.7,9.2
2007,7.0,15.7,16.7,6.4
2008,6.0,13.6,17.0,6.9
2009,3.4,14.4,18.8,8.1
2010,3.4,12.9,17.7,5.7
2011,5.5,15.2,17.7,9.1
2012,4.5,13.4,17.9,8.1
2013,3.2,12.6,19.0,8.4
2014,7.2,14.4,18.1,9.6
2015,4.7,14.2,19.3,9.9
2016,5.6,13.7,19.4,6.9
