year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,106,156,0
1988,89,144,0
1989,81,148,0
1990,105,163,0
1991,95,145,0
1992,100,166,0
1993,104,149,0
1994,73,134,0
1995,79,139,0
1996,100,168,0
1997,89,153,0
1998,9,162,0
1999,88,134,0
2000,87,134,0
2001,9,153,0
2002,107,164,0
2003,85,132,0
2004,95,150,0
2005,103,149,0
2006,77,134,0
2007,99,156,0
2008,85,144,0
2009,99,144,0
2010,84,135,0
2011,70,135,0
2012,83,147,0
2013,96,143,0
2014,86,147,1
2015,97,163,0
2016,49,133,0
2016
2017,77,134,0
2018,80,150,0
2019,84,144,0
2020,78,139,1
2021,86,150,1
2022,70,142,0
2023,76,151,0
2024,66,132,0
2025,39,129,0
2026,77,133,0
2027,74,146,0
2028,91,145,0
2029,85,136,1
2030,101,156,0
2031,64,137,0
2032,85,151,0
2033,74,142,0
2034,87,153,0
2035,44,146,0
2036,92,150,0
2037,90,161,0
2038,93,144,0
2039,9,155,0
2040,89,150,0
2041,75,141,0
2042,59,137,0
2043,99,151,0
2044,72,132,0
2045,63,135,0
2046,97,149,0
