year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,11,51,-17,3,3,130,56,59,395
1988,16,48,34,2,7,82,64,47,338
1989,8,37,50,2,5,116,80,43,347
1990,4,55,40,0,0,239,73,61,256
1991,7,55,83,2,4,194,60,41,198
1992,3,27,30,1,14,123,74,44,159
1993,7,43,-51,2,7,-82,56,34,200
1994,15,33,-24,1,3,56,46,50,247
1995,6,32,41,3,18,13,64,32,294
1996,3,46,37,1,7,56,83,44,259
1997,6,22,62,2,5,169,72,53,265
1998,15,33,0,2,4,-10,63,37,200
1999,11,31,43,2,5,6,56,47,295
2000,10,41,-18,3,10,-42,41,40,161
2001,18,27,-55,4,7,-30,54,40,284
2002,13,41,41,2,18,56,75,38,285
2003,4,27,108,2,3,87,61,52,284
2004,5,50,64,2,6,159,62,51,341
2005,5,41,82,0,9,219,64,36,250
2006,16,23,69,0,4,79,46,47,266
2007,0,50,40,1,4,203,71,50,253
2008,12,21,35,2,14,35,60,52,249
2009,8,34,102,2,2,218,56,39,300
2010,13,31,-18,4,13,-44,54,53,204
2011,6,19,87,1,3,239,62,35,316
2012,16,38,156,1,13,172,64,45,181
2013,2,23,82,2,0,129,65,42,221
2014,8,34,194,3,11,155,65,37,161
2015,8,37,55,2,15,-37,76,28,219
2016,7,11,-5,2,3,100,57,45,305
2016
2017,26,27,7,4,19,-15,51,38,217
2018,9,20,38,2,6,59,55,32,165
2019,15,24,89,1,14,82,57,20,206
2020,21,14,-13,4,9,-125,58,26,147
2021,10,27,-14,3,18,-147,70,23,244
2022,25,19,23,2,8,38,63,29,244
2023,25,17,121,0,17,8,66,35,137
2024,7,19,-62,3,0,-124,52,25,150
2025,27,20,48,2,16,89,57,40,213
2026,16,31,-74,1,11,-103,51,19,148
2027,10,38,59,2,2,212,60,28,292
2028,16,27,95,2,2,116,51,40,247
2029,7,31,18,1,23,-71,54,19,126
2030,22,27,18,0,9,27,60,34,257
2031,23,11,100,2,19,99,64,27,236
2032,19,31,94,2,16,132,59,21,259
2033,12,10,14,1,14,-15,54,22,172
2034,7,29,66,2,11,35,73,31,201
2035,19,8,11,4,7,-11,53,18,191
2036,13,36,14,1,17,62,62,31,206
2037,11,37,41,5,14,-119,66,29,84
2038,10,25,33,4,6,4,60,17,161
2039,6,31,-33,3,5,46,58,38,306
2040,10,26,96,3,12,19,66,44,147
2041,9,16,7,3,1,-10,62,34,198
2042,5,13,162,1,4,157,71,21,134
2043,17,41,82,3,7,83,60,17,165
2044,19,20,25,2,5,15,47,35,173
2045,6,12,84,3,3,254,62,36,321
2046,15,27,120,1,12,17,62,23,111

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
