year,annual-precipitations
1987,568
1988,524
1989,370
1990,301
1991,252
1992,233
1993,366
1994,432
1995,494
1996,527
1997,609
1998,501
1999,440
2000,477
2001,577
2002,567
2003,488
2004,459
2005,585
2006,644
2007,476
2008,424
2009,575
2010,693
2011,397
2012,430
2013,584
2014,608
2015,405
2016,521
