year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,457,656,-377,-400,28,9.2,3562,38,17.3,96
1988,399,648,-436,-389,2,9.5,3596,30,16.9,91
1989,493,698,-370,-416,69,9.0,3539,46,17.2,111
1990,406,712,-509,-452,-9,10.8,4103,72,19.0,73
1991,425,798,-601,-538,-15,9.9,3928,62,19.3,95
1992,414,694,-462,-465,34,9.7,3737,58,17.9,100
1993,412,741,-567,-508,-22,8.9,3483,50,17.3,109
1994,420,787,-606,-524,-42,9.6,3775,67,18.4,93
1995,497,654,-321,-352,69,9.0,3592,34,16.9,94
1996,532,769,-477,-393,-10,9.3,3626,50,16.9,104
1997,395,786,-617,-518,-46,9.0,3577,77,18.4,129
1998,388,727,-508,-462,8,10.1,3944,86,18.4,103
1999,481,795,-572,-544,9,10.4,4016,64,17.7,86
2000,403,811,-638,-541,-50,9.1,3604,56,18.2,109
2001,451,632,-356,-333,7,9.3,3556,34,16.2,87
2002,399,744,-531,-507,14,10.6,4019,79,19.2,99
2003,442,705,-448,-397,-26,9.8,3758,64,18.6,99
2004,534,728,-387,-338,-21,10.2,3937,77,19.5,87
2005,448,678,-405,-414,41,9.5,3694,56,17.8,100
2006,448,660,-399,-343,-17,9.4,3655,54,17.8,84
2007,469,755,-477,-488,48,10.6,4050,85,18.8,80
2008,466,720,-424,-445,43,10.1,3757,69,18.6,88
2009,397,698,-489,-419,-9,10.1,3844,57,18.4,95
2010,440,710,-471,-423,5,10.6,4022,65,18.4,83
2011,440,689,-415,-414,16,9.6,3601,56,17.4,83
2012,456,687,-414,-371,-12,9.3,3598,42,16.1,97
2013,503,662,-324,-334,24,9.7,3609,43,17.9,90
2014,411,697,-461,-435,21,9.8,3754,47,17.1,86
2015,426,727,-471,-467,15,9.5,3765,56,18.3,112
2016,439,658,-385,-357,5,8.7,3488,35,17.5,105
2016
2017,351,725,-561,-522,-32,10.8,4100,74,19.6,86
2018,425,703,-471,-464,40,10.6,3972,66,18.5,87
2019,462,682,-405,-380,19,9.6,3721,54,17.3,89
2020,390,760,-572,-555,23,11.5,4354,101,19.5,88
2021,389,688,-532,-492,9,9.1,3460,32,16.6,97
2022,506,660,-342,-330,2,11.0,4083,67,19.1,70
2023,307,812,-781,-655,-50,11.0,4088,67,18.7,74
2024,318,800,-751,-619,-41,11.2,4176,74,18.3,65
2025,515,693,-369,-373,6,11.2,4180,67,18.6,63
2026,428,778,-616,-507,-40,10.3,3890,72,19.2,90
2027,355,788,-688,-575,-35,10.5,3934,66,18.5,82
2028,417,703,-472,-439,-13,11.1,4124,77,19.6,75
2029,468,831,-646,-509,-59,10.6,3985,52,18.4,72
2030,222,764,-771,-643,-79,10.3,3868,65,18.8,96
2031,407,686,-464,-427,20,11.0,4098,58,17.9,62
2032,492,721,-417,-416,35,10.9,4118,68,18.7,74
2033,345,751,-610,-553,-13,11.6,4281,91,20.1,63
2034,525,753,-429,-434,33,11.0,4166,83,20.2,91
2035,425,715,-484,-458,17,10.8,4039,71,19.0,67
2036,301,714,-591,-531,-29,10.0,3820,72,19.2,111
2037,439,746,-497,-508,10,10.7,4006,70,18.8,95
2038,416,729,-495,-463,13,11.2,4152,75,19.6,70
2039,417,700,-476,-453,40,10.6,4001,65,18.6,80
2040,463,682,-399,-378,22,9.9,3698,57,19.1,98
2041,442,714,-447,-453,35,10.6,3972,60,17.8,73
2042,368,687,-525,-492,-1,10.9,4182,49,17.6,82
2043,480,726,-423,-449,42,11.0,4136,76,19.3,79
2044,358,677,-507,-456,4,9.6,3675,56,17.4,94
2045,434,760,-506,-527,23,11.2,4176,85,19.6,85
2046,445,699,-441,-430,11,10.1,3840,66,18.6,97
