year,annual-average-temperature
1987,8.5
1988,9.6
1989,10.1
1990,9.9
1991,9.0
1992,10.4
1993,9.4
1994,10.6
1995,9.6
1996,8.1
1997,9.3
1998,10.0
1999,10.2
2000,11.1
2001,9.4
2002,10.2
2003,10.0
2004,9.6
2005,9.1
2006,9.3
2007,10.7
2008,10.8
2009,10.4
2010,9.2
2011,10.4
2012,10.6
2013,10.0
2014,11.5
2015,11.4
2016,10.7

min,6
max,14
steps,9
decimal
