year,annual-hydric-deficit
1987,-225
1988,-352
1989,-480
1990,-567
1991,-575
1992,-712
1993,-518
1994,-524
1995,-354
1996,-239
1997,-200
1998,-312
1999,-368
2000,-381
2001,-169
2002,-263
2003,-411
2004,-313
2005,-203
2006,-157
2007,-451
2008,-443
2009,-281
2010,-52
2011,-470
2012,-528
2013,-266
2014,-220
2015,-527
2016,-316
