year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.5,12.5,17.9,7.7
1988,5.7,13.9,16.8,7.8
1989,6.3,13.3,18.1,7.6
1990,6.9,13.2,17.3,7.3
1991,4.2,11.5,18.9,6.2
1992,4.3,13.2,17.7,6.3
1993,3.8,14.0,15.9,5.4
1994,5.3,12.7,18.2,8.6
1995,5.0,12.5,18.3,7.7
1996,3.3,13.0,16.4,6.0
1997,4.7,13.1,18.7,7.5
1998,5.4,13.9,17.3,5.9
1999,5.2,14.0,19.1,6.7
2000,5.3,14.4,17.6,8.9
2001,5.9,13.1,17.5,7.3
2002,6.1,13.9,17.5,8.5
2003,4.3,15.3,19.7,7.1
2004,4.2,13.0,18.2,6.8
2005,4.0,14.2,17.8,7.2
2006,3.0,13.8,19.5,9.0
2007,6.6,15.7,16.4,6.1
2008,5.5,13.8,16.7,6.4
2009,3.2,14.3,18.8,7.6
2010,3.4,13.3,17.7,5.5
2011,5.4,15.1,17.7,8.7
2012,4.4,13.4,17.5,7.7
2013,2.7,12.3,18.5,8.0
2014,6.7,14.0,17.7,9.1
2015,4.2,13.6,18.8,9.5
2016,5.1,13.3,18.9,6.7
