year,annual-hydric-deficit
1987,176
1988,209
1989,-177
1990,57
1991,-66
1992,-108
1993,-164
1994,292
1995,165
1996,-56
1997,-98
1998,72
1999,160
2000,307
2001,288
2002,-73
2003,-348
2004,-109
2005,-108
2006,-102
2007,-20
2008,184
2009,-181
2010,51
2011,-204
2012,41
2013,250
2014,40
2015,-144
2016,61
