year,annual-precipitations
1987,888
1988,978
1989,725
1990,858
1991,702
1992,610
1993,562
1994,1041
1995,934
1996,705
1997,679
1998,829
1999,938
2000,1071
2001,1034
2002,707
2003,547
2004,663
2005,655
2006,679
2007,734
2008,907
2009,602
2010,815
2011,611
2012,763
2013,944
2014,783
2015,673
2016,776
