year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1282,11,-159,3
1988,1872,13,-427,0
1989,1380,11,-234,9
1990,1371,9,-174,7
1991,1596,11,-436,0
1992,1624,12,-224,2
1993,1640,12,-453,13
1994,1626,12,-381,0
1995,1541,8,-336,2
1996,1297,10,-311,3
1997,1403,10,-297,1
1998,1723,11,-233,3
1999,1407,11,-386,8
2000,1526,10,-210,6
2001,1395,10,-261,5
2002,1517,8,-280,1
2003,1797,11,-233,0
2004,1651,11,-206,3
2005,1553,10,-295,4
2006,1780,12,-298,1
2007,1623,12,-274,0
2008,1482,11,-168,5
2009,1595,11,-278,6
2010,1497,11,-256,0
2011,1879,9,-256,0
2012,1644,11,-333,0
2013,1478,9,-178,4
2014,1166,11,-142,7
2015,1421,11,-260,7
2016,1558,11,-265,3
2016
2017,1650,11,-397,5
2018,1762,11,-302,7
2019,1571,11,-367,0
2020,1717,10,-363,2
2021,1390,10,-247,3
2022,1697,13,-327,0
2023,1938,12,-526,1
2024,1744,11,-508,1
2025,1775,12,-240,3
2026,1772,12,-522,3
2027,1491,10,-471,0
2028,1866,9,-380,3
2029,1570,12,-443,7
2030,1690,12,-352,8
2031,1770,13,-355,0
2032,1542,11,-412,6
2033,1644,13,-356,8
2034,1653,11,-321,0
2035,1563,12,-369,2
2036,1768,13,-310,1
2037,1694,12,-356,6
2038,1705,12,-408,2
2039,1591,11,-95,0
2040,1702,11,-338,2
2041,1949,13,-378,1
2042,1685,10,-362,1
2043,1615,11,-460,9
2044,1570,13,-224,5
2045,1670,11,-377,2
2046,1533,11,-270,2

min,1000,6
max,2500,16
steps,7,11
decimal



