year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,5,4,-70,4,0,-168,69,31,167
1988,15,0,-88,5,12,-337,57,16,57
1989,26,4,-58,3,2,-195,47,23,145
1990,15,0,-96,3,2,-157,62,22,159
1991,8,2,-115,5,0,-320,40,31,82
1992,10,0,-93,2,4,-206,62,22,144
1993,20,10,-160,6,5,-400,50,23,130
1994,8,1,-72,3,9,-303,64,24,97
1995,12,2,-138,3,3,-298,55,18,79
1996,11,2,-114,3,3,-226,68,28,83
1997,6,0,-39,3,0,-209,59,15,83
1998,17,1,-31,3,4,-186,42,19,74
1999,11,4,-94,4,1,-346,61,8,93
2000,18,3,-104,1,6,-183,53,24,143
2001,14,6,-31,3,4,-207,63,15,95
2002,13,0,-20,3,7,-179,56,19,78
2003,17,2,-64,3,3,-223,41,23,132
2004,23,0,-60,3,10,-191,52,23,141
2005,10,1,-121,3,3,-200,51,30,85
2006,19,0,-88,7,9,-231,55,34,154
2007,9,8,-10,5,8,-209,70,18,66
2008,11,5,-44,3,5,-134,46,11,133
2009,21,5,-78,5,9,-245,60,38,97
2010,13,4,-97,5,1,-209,50,19,145
2011,27,1,-77,2,3,-231,31,20,128
2012,26,3,-105,4,3,-233,48,10,51
2013,14,2,-11,4,0,-140,43,20,127
2014,4,8,-9,1,2,-74,86,34,114
2015,13,3,-106,4,4,-211,61,31,129
2016,11,0,-9,3,6,-149,49,23,69
2016
2017,16,6,-66,4,4,-302,48,16,44
2018,33,4,-36,6,14,-257,47,22,116
2019,16,3,-101,6,0,-255,49,4,89
2020,23,1,-177,6,2,-330,42,7,129
2021,15,5,-102,4,2,-203,58,15,166
2022,17,0,-89,7,4,-256,53,7,98
2023,31,5,-151,3,7,-379,35,7,53
2024,32,4,-199,2,1,-412,36,4,75
2025,28,8,-68,1,2,-183,45,12,104
2026,23,1,-96,6,4,-393,51,8,62
2027,11,1,-124,4,1,-329,50,12,43
2028,30,0,-132,6,7,-321,31,7,109
2029,23,3,-162,4,2,-375,49,13,125
2030,21,6,-74,5,4,-241,45,19,99
2031,17,3,-106,8,10,-264,46,14,112
2032,15,2,-174,9,6,-339,63,12,102
2033,15,3,-70,2,1,-273,49,19,76
2034,26,0,-91,4,5,-237,35,14,61
2035,14,1,-130,5,0,-327,56,10,84
2036,26,2,-135,6,1,-290,43,11,127
2037,21,2,-104,4,4,-282,33,5,50
2038,19,4,-160,6,3,-309,50,4,84
2039,16,0,-57,3,2,-135,45,5,203
2040,23,0,-100,2,4,-261,43,8,57
2041,28,3,-124,7,15,-304,47,6,153
2042,32,6,-147,3,3,-338,46,18,90
2043,25,1,-165,6,2,-357,45,16,73
2044,21,4,-99,1,3,-187,53,10,135
2045,30,2,-95,4,2,-281,48,13,84
2046,12,0,-39,5,0,-203,62,10,98

min,,,,0
max,,,,14
steps,,,,8
decimal



