year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,982,523,270,-52,198,9.9,3650,8,15.9,60
1988,739,510,28,-163,93,10.2,3748,14,16.9,36
1989,653,542,-92,-181,53,10.9,3969,13,16.4,28
1990,721,492,38,-196,144,9.4,3515,5,15.4,68
1991,921,602,41,-134,157,10.1,3706,7,16.9,48
1992,825,508,91,-70,99,10.5,3858,8,16.3,52
1993,767,682,-229,-300,7,10.3,3793,13,16.6,40
1994,673,671,-290,-368,6,10.3,3797,12,17.4,54
1995,529,467,-138,-204,57,9.2,3386,2,14.7,60
1996,680,705,-344,-453,76,10.5,3857,8,16.1,25
1997,734,660,-219,-260,62,11.3,4134,14,17.3,25
1998,685,503,1,-177,92,10.3,3774,10,17.0,48
1999,624,742,-480,-444,-8,10.8,3965,10,16.6,35
2000,775,631,-130,-229,69,10.6,3909,16,17.1,48
2001,676,478,-8,-114,58,9.9,3651,9,16.4,55
2002,849,525,120,-171,141,10.4,3818,9,16.1,40
2003,857,504,146,-14,95,9.6,3562,4,16.0,61
2004,711,530,-33,-185,95,9.7,3551,3,16.0,54
2005,797,482,114,-47,28,9.8,3618,8,15.9,59
2006,598,518,-118,-282,103,10.3,3769,10,16.5,47
2007,781,516,45,-110,108,10.4,3824,13,16.3,45
2008,698,519,-18,-154,99,10.3,3803,14,17.2,46
2009,680,518,-44,-142,77,10.6,3877,4,16.0,24
2010,534,529,-197,-325,87,10.4,3810,19,17.0,34
2011,822,540,87,-208,191,10.0,3665,9,15.9,55
2012,862,472,188,56,78,9.7,3608,9,16.3,56
2013,862,517,143,-113,164,10.1,3715,13,17.0,56
2014,736,513,25,-164,150,10.4,3810,17,16.9,40
2015,768,512,64,-114,87,10.2,3743,6,16.5,40
2016,512,507,-175,-279,28,9.7,3557,3,15.5,45
2016
2017,673,542,-69,-199,76,10.9,3972,20,17.0,40
2018,816,530,93,-140,142,10.6,3873,21,17.5,51
2019,809,562,40,-178,154,11.3,4152,33,18.0,44
2020,827,531,82,-122,117,11.3,4162,9,16.7,21
2021,721,649,-211,-285,95,11.3,4115,8,16.9,24
2022,667,548,-101,-188,102,11.3,4144,19,17.6,34
2023,769,717,-286,-310,36,11.1,4051,26,18.0,36
2024,966,647,26,-262,245,10.9,3990,9,17.4,35
2025,735,541,2,-181,158,10.8,3954,15,17.7,38
2026,601,690,-396,-505,103,10.5,3828,12,16.6,34
2027,806,623,-118,-283,114,11.2,4101,1,16.9,19
2028,715,528,-14,-174,99,10.9,3996,9,17.0,37
2029,691,740,-388,-414,12,11.1,4063,12,17.2,29
2030,736,657,-240,-312,92,11.3,4117,7,16.7,20
2031,611,521,-108,-231,88,10.9,3986,19,17.4,27
2032,666,536,-69,-250,123,11.1,4063,13,17.4,31
2033,795,570,23,-157,134,11.5,4205,30,17.3,22
2034,780,565,9,-167,103,11.1,4037,18,17.7,24
2035,895,563,128,-147,209,11.3,4157,26,17.3,33
2036,819,572,49,-240,194,11.8,4322,23,18.0,22
2037,654,561,-118,-295,136,11.2,4090,11,17.3,29
2038,875,524,146,-131,218,10.8,3940,7,16.8,28
2039,674,526,-59,-210,84,11.0,4016,21,18.0,22
2040,719,529,-24,-159,90,11.1,4073,10,17.6,20
2041,711,494,13,-136,88,11.1,4058,10,17.7,29
2042,673,536,-75,-227,142,11.4,4155,19,17.4,24
2043,769,542,24,-217,185,11.3,4146,19,18.2,28
2044,825,529,94,-130,130,11.2,4115,8,16.8,28
2045,690,524,-16,-220,116,10.8,3933,14,17.4,21
2046,780,514,56,-132,102,10.4,3814,10,17.6,52
