year,A1,A2,A3
,label A1,label A2,label A3
1987,63,127,1
1988,50,134,2
1989,35,128,1
1990,78,140,0
1991,59,132,2
1992,60,125,1
1993,52,124,3
1994,38,134,2
1995,54,134,2
1996,39,125,1
1997,31,127,1
1998,44,132,3
1999,37,126,4
2000,54,124,2
2001,66,144,1
2002,55,128,3
2003,65,133,1
2004,58,139,1
2005,64,132,1
2006,41,137,3
2007,37,126,1
2008,29,141,2
2009,31,131,1
2010,31,137,4
2011,65,128,1
2012,59,132,0
2013,59,131,1
2014,54,127,2
2015,51,134,2
2016,52,129,3
2016
2017,29,139,4
2018,51,132,2
2019,41,135,1
2020,29,126,1
2021,24,127,3
2022,54,126,3
2023,37,132,3
2024,45,125,2
2025,49,130,2
2026,35,132,4
2027,34,129,1
2028,50,128,3
2029,24,133,2
2030,27,130,1
2031,35,123,2
2032,34,129,3
2033,39,122,2
2034,50,132,1
2035,51,130,1
2036,35,123,3
2037,44,132,2
2038,44,132,1
2039,40,129,2
2040,33,131,3
2041,25,132,4
2042,38,125,4
2043,44,133,1
2044,48,134,2
2045,25,133,2
2046,58,139,3
