year,annual-estival-days
1987,15
1988,7
1989,18
1990,19
1991,15
1992,20
1993,11
1994,28
1995,33
1996,14
1997,28
1998,17
1999,21
2000,11
2001,20
2002,11
2003,30
2004,22
2005,22
2006,38
2007,7
2008,24
2009,34
2010,27
2011,21
2012,26
2013,32
2014,22
2015,24
2016,20
