year,annual-hydric-deficit
1987,165
1988,231
1989,-95
1990,-79
1991,94
1992,89
1993,114
1994,51
1995,36
1996,-45
1997,121
1998,485
1999,289
2000,264
2001,216
2002,237
2003,-198
2004,41
2005,88
2006,13
2007,198
2008,108
2009,143
2010,122
2011,-91
2012,311
2013,158
2014,75
2015,135
2016,293
