year,annual-precipitations
1987,791
1988,893
1989,608
1990,655
1991,720
1992,769
1993,802
1994,764
1995,762
1996,589
1997,746
1998,1081
1999,934
2000,921
2001,930
2002,958
2003,589
2004,780
2005,818
2006,786
2007,920
2008,831
2009,904
2010,832
2011,669
2012,1009
2013,852
2014,799
2015,875
2016,1018
