year,annual-frozen-days
1987,64
1988,12
1989,20
1990,18
1991,44
1992,29
1993,35
1994,21
1995,24
1996,64
1997,35
1998,23
1999,21
2000,19
2001,31
2002,16
2003,34
2004,23
2005,28
2006,41
2007,17
2008,23
2009,38
2010,61
2011,16
2012,25
2013,46
2014,4
2015,14
2016,17
