year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,128,182,256,226
1988,353,110,277,153
1989,133,160,114,202
1990,183,131,86,256
1991,107,206,159,247
1992,101,237,231,200
1993,80,144,304,274
1994,184,185,201,196
1995,265,128,258,112
1996,83,104,198,205
1997,104,212,124,307
1998,188,288,255,351
1999,215,167,219,333
2000,175,216,249,280
2001,242,151,384,154
2002,262,164,233,300
2003,134,173,126,156
2004,206,141,258,175
2005,148,135,323,212
2006,163,181,218,225
2007,213,197,306,204
2008,205,162,270,194
2009,203,236,108,357
2010,154,93,329,257
2011,125,98,209,237
2012,188,250,214,358
2013,188,146,215,303
2014,178,184,249,187
2015,267,148,224,236
2016,340,337,133,208
