year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,3,0,-48,3,0,-77,64,20,187
1988,3,0,0,2,0,-154,86,8,89
1989,6,1,-73,3,0,-151,70,8,138
1990,0,2,-39,4,0,-126,82,18,97
1991,0,0,-74,4,0,-146,73,12,175
1992,2,0,-53,4,0,-60,71,16,157
1993,3,0,-16,4,0,-212,78,10,111
1994,4,1,-131,5,1,-306,73,25,116
1995,0,4,-42,2,0,-125,86,16,48
1996,3,0,-157,2,0,-336,75,10,71
1997,6,0,-121,6,0,-286,61,8,134
1998,0,0,-33,3,0,-166,68,23,64
1999,3,0,-170,6,0,-333,54,14,127
2000,2,0,-117,1,0,-171,74,19,81
2001,1,0,12,1,0,-105,78,10,58
2002,1,0,-9,3,0,-121,79,7,70
2003,2,0,9,3,0,-6,78,22,120
2004,1,1,-26,3,0,-168,76,20,104
2005,5,0,-14,4,0,-61,75,16,101
2006,2,2,-130,4,0,-206,73,15,50
2007,5,0,-74,2,0,-98,72,26,137
2008,0,2,-21,4,0,-148,77,22,119
2009,2,1,-52,5,0,-138,76,4,175
2010,3,1,-111,5,0,-228,80,11,67
2011,8,0,-109,3,0,-204,62,19,144
2012,6,0,16,0,1,65,87,18,162
2013,2,0,5,3,0,-83,73,30,110
2014,8,0,-66,3,0,-175,77,18,133
2015,0,0,-20,5,0,-136,81,13,154
2016,1,0,-129,6,0,-206,70,22,53
2016
2017,11,1,-69,5,0,-195,55,10,115
2018,7,1,-63,5,0,-186,68,17,157
2019,18,3,-68,1,1,-220,48,12,111
2020,0,1,-49,3,0,-100,81,4,133
2021,4,1,-73,5,0,-226,70,11,140
2022,1,0,-25,4,0,-166,55,9,103
2023,7,4,-99,2,0,-281,58,12,137
2024,1,2,-31,2,0,-208,76,11,105
2025,8,0,-81,5,0,-182,65,12,135
2026,4,1,-141,5,0,-362,62,10,32
2027,0,1,-124,6,0,-254,74,6,159
2028,7,0,-70,5,0,-196,65,14,116
2029,0,1,-179,3,0,-310,65,3,48
2030,5,1,-114,4,0,-237,68,2,119
2031,2,0,-90,5,0,-204,68,16,83
2032,5,0,-109,5,0,-202,61,10,48
2033,6,1,-60,1,0,-97,56,2,108
2034,3,2,-76,3,0,-175,57,4,176
2035,12,2,-65,6,0,-147,56,8,166
2036,8,0,-87,5,1,-265,57,7,131
2037,4,0,-85,5,0,-265,68,7,61
2038,3,0,2,3,0,-74,67,7,80
2039,4,0,-34,5,1,-213,71,8,93
2040,1,0,-57,3,0,-145,72,6,116
2041,1,1,-65,6,0,-132,73,8,135
2042,5,2,-77,6,0,-242,73,10,118
2043,3,1,-3,4,0,-148,74,1,71
2044,6,0,-40,5,0,-106,64,4,104
2045,2,0,-5,3,0,-150,70,7,72
2046,3,1,-3,2,0,-122,83,6,98
