year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.7,11.9,16.7,7.8
1988,5.8,12.4,15.9,8.5
1989,6.6,12.4,17.6,8.5
1990,7.7,12.6,16.7,8.3
1991,4.7,10.8,17.6,7.3
1992,5.2,13.4,17.1,7.2
1993,5.4,14.1,15.9,7.1
1994,5.8,12.8,17.9,9.3
1995,6.4,12.4,18.5,7.9
1996,2.9,12.1,16.2,6.9
1997,5.5,12.6,17.8,8.3
1998,6.8,13.7,16.9,7.2
1999,6.4,13.6,18.4,8.3
2000,6.5,13.8,17.1,8.9
2001,5.5,13.0,17.5,9.0
2002,7.0,13.1,17.4,8.5
2003,5.3,14.0,18.4,7.6
2004,5.9,13.1,17.8,8.0
2005,5.4,13.6,17.4,9.0
2006,3.8,13.3,19.6,10.2
2007,7.7,14.7,16.5,7.7
2008,6.8,14.1,16.9,7.4
2009,4.1,14.4,18.4,8.6
2010,3.7,12.9,17.6,6.2
2011,6.1,15.2,17.1,9.6
2012,5.4,13.1,17.6,8.4
2013,2.8,12.2,18.1,9.1
2014,7.7,14.5,17.8,9.7
2015,5.3,13.2,17.5,10.7
2016,6.1,13.5,18.9,8.2
