year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1247,11,-52,5
1988,1170,11,-163,2
1989,1284,11,-181,0
1990,1002,10,-196,2
1991,1261,13,-134,1
1992,1262,11,-70,3
1993,1218,11,-300,0
1994,1353,12,-368,0
1995,1353,10,-204,2
1996,1198,11,-453,0
1997,1382,13,-260,0
1998,1264,12,-177,6
1999,1374,11,-444,1
2000,1281,11,-229,5
2001,1041,10,-114,4
2002,1189,11,-171,1
2003,1089,11,-14,3
2004,1071,11,-185,2
2005,1138,11,-47,0
2006,1203,13,-282,5
2007,1212,11,-110,1
2008,1269,12,-154,1
2009,1130,12,-142,1
2010,1201,12,-325,1
2011,1231,11,-208,4
2012,1133,11,56,1
2013,1247,12,-113,0
2014,1246,12,-164,0
2015,1125,11,-114,5
2016,1115,11,-279,1
2016
2017,1387,11,-199,2
2018,1346,12,-140,1
2019,1531,12,-178,3
2020,1230,11,-122,0
2021,1272,12,-285,0
2022,1470,12,-188,0
2023,1441,12,-310,3
2024,1298,13,-262,1
2025,1434,12,-181,1
2026,1291,11,-505,0
2027,1274,13,-283,0
2028,1344,12,-174,0
2029,1351,12,-414,2
2030,1254,12,-312,1
2031,1319,12,-231,0
2032,1371,12,-250,6
2033,1472,11,-157,0
2034,1443,13,-167,0
2035,1456,12,-147,0
2036,1536,12,-240,2
2037,1343,12,-295,3
2038,1258,12,-131,2
2039,1284,13,-210,2
2040,1296,12,-159,0
2041,1271,12,-136,4
2042,1364,11,-227,0
2043,1311,14,-217,4
2044,1308,12,-130,1
2045,1299,12,-220,0
2046,1233,13,-132,1
