year,annual-hydric-deficit
1987,-591
1988,-663
1989,-583
1990,-799
1991,-786
1992,-651
1993,-570
1994,-697
1995,-787
1996,-564
1997,-350
1998,-741
1999,-666
2000,-544
2001,-627
2002,-632
2003,-591
2004,-774
2005,-890
2006,-754
2007,-677
2008,-482
2009,-798
2010,-500
2011,-748
2012,-790
2013,-395
2014,-700
2015,-749
2016,-535
