year,annual-frozen-days
1987,53
1988,60
1989,46
1990,59
1991,48
1992,77
1993,59
1994,40
1995,34
1996,41
1997,40
1998,47
1999,54
2000,46
2001,91
2002,63
2003,71
2004,103
2005,110
2006,82
2007,98
2008,96
2009,92
2010,91
2011,71
2012,94
2013,86
2014,59
2015,86
2016,78
