year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,60,133,3
1988,50,129,3
1989,53,119,3
1990,53,124,2
1991,41,130,4
1992,53,132,2
1993,59,136,3
1994,57,129,3
1995,41,133,1
1996,48,126,2
1997,62,128,4
1998,53,122,2
1999,57,131,3
2000,40,127,2
2001,61,133,3
2002,42,125,2
2003,53,135,3
2004,47,119,3
2005,66,133,2
2006,50,116,2
2007,63,132,3
2008,59,130,4
2009,51,125,3
2010,46,123,3
2011,48,124,3
2012,33,129,2
2013,35,132,2
2014,53,130,2
2015,61,129,2
2016,48,116,4
2016
2017,16,88,0
2018,0,95,1
2019,22,0,0
2020,0,0,0
2021,0,100,2
2022,0,0,0
2023,0,96,0
2024,0,0,0
2025,0,92,0
2026,0,89,0
2027,20,0,0
2028,0,0,2
2029,0,9,0
2030,0,0,0
2031,23,9,0
2032,0,0,0
2033,21,99,0
2034,0,0,0
2035,21,99,0
2036,0,0,1
2037,0,96,0
2038,0,0,0
2039,15,90,0
2040,0,0,1
2041,20,99,0
2042,0,91,0
2043,0,0,0
2044,0,0,0
2045,0,100,0
2046,0,0,0
