year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,53,130,0
1988,75,125,0
1989,75,135,0
1990,62,133,0
1991,70,122,0
1992,72,129,0
1993,40,124,0
1994,64,131,0
1995,66,126,0
1996,63,133,1
1997,77,131,0
1998,72,131,0
1999,73,130,0
2000,67,123,0
2001,96,140,0
2002,40,124,0
2003,56,141,0
2004,76,133,1
2005,73,129,0
2006,78,135,0
2007,75,139,0
2008,64,132,0
2009,55,132,2
2010,57,128,0
2011,64,129,0
2012,54,115,0
2013,67,126,1
2014,66,129,0
2015,58,126,1
2016,90,128,0
2016
2017,71,128,0
2018,82,136,0
2019,48,120,1
2020,67,127,1
2021,66,133,0
2022,64,135,0
2023,83,140,0
2024,65,130,0
2025,40,133,0
2026,42,122,0
2027,27,119,1
2028,53,136,0
2029,61,129,0
2030,64,133,0
2031,25,132,0
2032,46,135,1
2033,25,135,1
2034,39,120,0
2035,59,136,1
2036,66,120,1
2037,65,130,1
2038,36,124,0
2039,45,134,0
2040,78,132,1
2041,50,121,0
2042,50,125,1
2043,34,139,1
2044,71,130,1
2045,56,131,0
2046,57,117,2

min,,90,0
max,,190,6
steps,,11,7
decimal
