year,annual-average-temperature
1987,9.2
1988,10.8
1989,11.0
1990,11.4
1991,10.4
1992,11.0
1993,10.5
1994,11.7
1995,11.0
1996,9.5
1997,10.9
1998,11.0
1999,11.5
2000,11.7
2001,11.2
2002,11.6
2003,11.9
2004,11.0
2005,11.5
2006,11.6
2007,11.9
2008,11.4
2009,11.3
2010,10.1
2011,11.9
2012,11.3
2013,10.9
2014,12.4
2015,12.0
2016,11.5

min,6
max,14
steps,9
decimal
