year,annual-frozen-days
1987,85
1988,52
1989,61
1990,25
1991,63
1992,50
1993,68
1994,46
1995,52
1996,84
1997,57
1998,63
1999,51
2000,34
2001,59
2002,40
2003,75
2004,67
2005,63
2006,63
2007,33
2008,54
2009,60
2010,82
2011,52
2012,46
2013,72
2014,23
2015,40
2016,54
