year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-0.1,12.6,17.7,6.5
1988,4.5,14.2,17.7,6.8
1989,5.3,13.7,18.3,6.3
1990,6.9,13.9,17.6,7.0
1991,3.8,12.0,19.6,5.9
1992,4.3,14.8,19.0,6.0
1993,3.2,15.7,17.3,5.5
1994,4.8,14.3,19.5,8.0
1995,4.8,13.8,19.2,6.2
1996,1.6,13.8,16.9,5.6
1997,4.2,13.6,19.2,6.5
1998,5.5,15.0,17.8,5.5
1999,4.6,14.9,19.8,6.4
2000,5.5,15.8,17.7,7.8
2001,4.8,14.2,18.4,7.0
2002,5.3,15.1,18.3,7.5
2003,3.7,16.5,20.6,6.4
2004,4.3,14.3,18.9,6.4
2005,3.9,15.4,19.1,7.2
2006,1.9,14.9,20.3,9.2
2007,6.9,16.7,17.4,6.3
2008,5.7,15.4,18.0,6.6
2009,2.5,15.8,19.4,7.3
2010,2.6,14.1,18.4,5.3
2011,4.8,16.4,18.6,7.5
2012,4.3,14.9,18.8,7.0
2013,2.3,13.9,19.3,7.8
2014,6.7,15.5,18.7,8.6
2015,4.3,14.7,19.9,8.8
2016,5.1,14.6,20.1,6.3
