year,annual-hydric-deficit
1987,80
1988,-79
1989,-151
1990,-76
1991,-148
1992,-168
1993,-253
1994,-255
1995,-51
1996,-191
1997,-273
1998,-89
1999,-6
2000,40
2001,-19
2002,-5
2003,-547
2004,-242
2005,-276
2006,-165
2007,-119
2008,-234
2009,-122
2010,-91
2011,-290
2012,-161
2013,-108
2014,-115
2015,-399
2016,-76
