year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2156,16,-525,0
1988,2222,15,-543,0
1989,2159,15,-763,0
1990,2132,14,-614,0
1991,2088,15,-746,0
1992,2144,15,-512,0
1993,2287,17,-786,0
1994,2083,12,-809,0
1995,2220,16,-596,0
1996,2236,15,-743,0
1997,2222,17,-748,0
1998,2233,14,-603,0
1999,2087,13,-743,0
2000,2082,14,-812,0
2001,2073,17,-636,0
2002,2145,12,-480,0
2003,2100,13,-644,0
2004,2103,15,-514,0
2005,2178,14,-579,0
2006,2249,15,-607,0
2007,2162,16,-506,0
2008,2153,13,-500,0
2009,2051,16,-608,0
2010,2240,15,-603,0
2011,2350,14,-681,0
2012,2085,13,-517,0
2013,2244,13,-706,0
2014,2212,15,-681,0
2015,1979,15,-553,0
2016,2292,15,-636,0
2016
2017,2513,16,-769,0
2018,2416,18,-734,0
2019,2418,16,-690,0
2020,2424,17,-617,0
2021,2493,18,-898,0
2022,2350,14,-721,0
2023,2405,18,-741,0
2024,2414,16,-710,0
2025,2298,15,-495,0
2026,2381,18,-696,0
2027,2372,15,-814,0
2028,2512,16,-751,0
2029,2463,17,-876,0
2030,2451,17,-764,0
2031,2167,13,-555,0
2032,2193,17,-597,0
2033,2292,17,-651,1
2034,2354,14,-787,0
2035,2456,17,-728,0
2036,2357,16,-754,0
2037,2300,14,-733,0
2038,2515,17,-544,0
2039,2329,15,-661,0
2040,2281,15,-644,0
2041,2460,17,-722,0
2042,2510,17,-686,0
2043,2440,16,-703,0
2044,2316,17,-675,0
2045,2359,15,-640,0
2046,2359,18,-600,0

min,1200,10,,0
max,2700,20,,8
steps,11,11,,9
decimal



