year,F1,F3,M4
,label F1,label F3,label M4
1987,28,105,5
1988,23,102,6
1989,26,104,8
1990,24,105,8
1991,29,107,7
1992,25,108,6
1993,19,104,6
1994,28,101,7
1995,33,101,6
1996,27,102,6
1997,17,105,9
1998,28,99,5
1999,20,99,5
2000,28,108,6
2001,30,106,7
2002,27,106,5
2003,22,114,6
2004,34,94,5
2005,22,99,7
2006,38,101,8
2007,30,107,5
2008,26,100,7
2009,19,115,8
2010,32,107,8
2011,24,95,8
2012,23,114,5
2013,33,107,7
2014,29,109,8
2015,22,110,6
2016,26,107,6
2016
2017,21,101,8
2018,22,104,8
2019,25,110,10
2020,26,100,7
2021,23,100,9
2022,21,99,10
2023,25,103,10
2024,24,105,6
2025,24,101,6
2026,31,102,8
2027,27,96,10
2028,20,90,9
2029,24,92,9
2030,24,100,9
2031,20,95,8
2032,19,97,7
2033,29,110,7
2034,34,102,7
2035,15,99,10
2036,33,98,8
2037,24,115,9
2038,16,93,6
2039,27,88,5
2040,19,104,10
2041,24,96,8
2042,21,107,7
2043,19,105,9
2044,26,101,8
2045,37,103,7
2046,15,110,7

min,,70
max,,140
steps,,11
decimal
