year,annual-hydric-deficit
1987,-719
1988,-835
1989,-881
1990,-817
1991,-624
1992,-45
1993,-503
1994,-901
1995,-943
1996,-480
1997,-785
1998,-1017
1999,-626
2000,-854
2001,-1035
2002,-545
2003,-601
2004,-507
2005,-585
2006,-851
2007,-824
2008,-657
2009,-898
2010,-715
2011,-761
2012,-953
2013,-701
2014,-627
2015,-974
2016,-770
