year,annual-frozen-days
1987,17
1988,8
1989,6
1990,14
1991,14
1992,11
1993,11
1994,4
1995,5
1996,7
1997,3
1998,7
1999,3
2000,4
2001,12
2002,4
2003,8
2004,2
2005,24
2006,10
2007,10
2008,2
2009,10
2010,23
2011,5
2012,15
2013,7
2014,0
2015,2
2016,0
