year,annual-estival-days
1987,90
1988,92
1989,103
1990,109
1991,102
1992,84
1993,89
1994,103
1995,98
1996,89
1997,118
1998,102
1999,115
2000,108
2001,110
2002,95
2003,118
2004,95
2005,93
2006,92
2007,89
2008,86
2009,111
2010,101
2011,113
2012,99
2013,91
2014,115
2015,109
2016,106

min,0
max,135
steps,10
decimal
