year,annual-precipitations
1987,567
1988,469
1989,481
1990,417
1991,536
1992,1005
1993,660
1994,418
1995,404
1996,785
1997,469
1998,353
1999,664
2000,413
2001,330
2002,723
2003,698
2004,733
2005,656
2006,413
2007,456
2008,578
2009,400
2010,532
2011,507
2012,340
2013,516
2014,661
2015,345
2016,530
