year,annual-hydric-deficit
1987,243
1988,249
1989,-87
1990,-67
1991,-39
1992,85
1993,40
1994,129
1995,57
1996,-15
1997,13
1998,351
1999,179
2000,203
2001,189
2002,70
2003,-107
2004,93
2005,-12
2006,-18
2007,123
2008,26
2009,-2
2010,79
2011,13
2012,156
2013,-19
2014,80
2015,-81
2016,113
