year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1188,11,-127,7
1988,1386,10,-108,1
1989,1131,9,-179,11
1990,1186,8,-154,11
1991,1381,11,-269,1
1992,1390,11,-83,2
1993,1424,12,-234,5
1994,1369,10,-187,4
1995,1319,10,-247,6
1996,1376,9,-247,3
1997,1225,8,-148,6
1998,1195,10,-113,5
1999,1436,12,-301,0
2000,1344,10,-184,1
2001,1230,11,-155,4
2002,1489,12,-225,1
2003,1386,11,-205,12
2004,1185,10,-117,6
2005,1349,10,-230,5
2006,1173,10,-71,1
2007,1325,11,-151,2
2008,1366,9,-134,14
2009,1136,10,-164,13
2010,1403,11,-174,4
2011,1158,11,-36,7
2012,1361,10,-183,3
2013,1105,10,-121,8
2014,1248,10,-263,5
2015,1377,9,-213,1
2016,1312,10,-190,6
2016
2017,1442,11,-119,1
2018,1611,11,-190,0
2019,1219,10,-37,6
2020,1605,11,-213,2
2021,1373,13,-365,9
2022,1525,11,-220,6
2023,1477,10,-282,1
2024,1585,10,-477,3
2025,1417,9,-265,4
2026,1458,11,-417,13
2027,1513,13,-270,4
2028,1559,11,-252,0
2029,1441,11,-387,7
2030,1500,10,-401,0
2031,1470,10,-221,5
2032,1374,12,-215,8
2033,1251,9,-201,3
2034,1251,9,-149,2
2035,1707,11,-229,5
2036,1634,13,-149,1
2037,1373,11,-212,2
2038,1806,11,-348,1
2039,1532,11,-202,5
2040,1427,10,-171,6
2041,1392,9,-343,0
2042,1416,10,-231,3
2043,1361,11,-203,2
2044,1361,10,-240,6
2045,1250,11,-167,15
2046,1268,10,-246,6
