year,annual-estival-days
1987,16
1988,14
1989,50
1990,37
1991,30
1992,38
1993,26
1994,43
1995,50
1996,25
1997,37
1998,22
1999,38
2000,25
2001,36
2002,21
2003,58
2004,31
2005,41
2006,55
2007,27
2008,25
2009,40
2010,34
2011,30
2012,35
2013,35
2014,26
2015,38
2016,39
