year,annual-frozen-days
1987,76
1988,37
1989,29
1990,21
1991,54
1992,33
1993,55
1994,35
1995,50
1996,89
1997,51
1998,47
1999,43
2000,37
2001,54
2002,38
2003,69
2004,53
2005,52
2006,57
2007,35
2008,52
2009,58
2010,87
2011,45
2012,44
2013,65
2014,21
2015,40
2016,52
