year,F1,F3,M4
,label F1,label F3,label M4
1987,69,141,1
1988,53,133,1
1989,48,149,0
1990,85,153,2
1991,71,139,0
1992,51,130,1
1993,55,139,2
1994,57,134,1
1995,44,133,1
1996,60,128,1
1997,68,136,1
1998,55,134,1
1999,55,130,3
2000,55,130,0
2001,57,130,2
2002,59,132,1
2003,50,145,1
2004,41,129,2
2005,60,129,1
2006,59,133,0
2007,67,135,2
2008,41,141,1
2009,65,143,0
2010,54,129,2
2011,51,129,1
2012,64,128,0
2013,58,137,2
2014,46,115,3
2015,59,133,0
2016,38,128,2
2016
2017,46,138,1
2018,67,123,2
2019,44,135,1
2020,45,125,1
2021,46,127,2
2022,47,135,0
2023,57,135,1
2024,67,137,2
2025,35,130,3
2026,53,148,1
2027,47,135,2
2028,57,131,1
2029,34,139,2
2030,35,136,2
2031,50,134,1
2032,56,132,3
2033,51,135,1
2034,53,134,0
2035,43,136,1
2036,30,127,3
2037,44,133,3
2038,79,136,1
2039,69,137,3
2040,52,145,1
2041,38,133,2
2042,66,136,2
2043,38,134,1
2044,77,146,1
2045,46,135,1
2046,48,142,3
