year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,0.8,11.7,16.2,7.4
1988,5.1,12.6,15.9,7.9
1989,6.5,13.3,18.0,8.2
1990,7.6,13.4,17.0,7.8
1991,4.4,11.4,18.5,6.9
1992,4.9,14.0,17.6,6.7
1993,4.7,14.6,15.5,6.2
1994,5.1,13.0,18.4,8.8
1995,5.5,12.8,18.7,6.8
1996,2.0,12.6,15.9,5.8
1997,4.8,12.6,18.1,7.4
1998,6.2,13.8,16.4,6.1
1999,5.3,13.5,18.4,7.2
2000,5.8,14.3,16.7,8.2
2001,4.6,13.0,17.4,7.9
2002,6.3,13.5,17.4,7.4
2003,4.3,14.2,18.0,6.8
2004,4.5,13.0,17.5,6.8
2005,4.8,13.8,17.0,8.0
2006,2.8,13.7,19.1,9.8
2007,7.0,15.3,16.3,6.8
2008,5.9,13.8,16.6,6.3
2009,3.2,14.3,17.7,7.6
2010,2.7,12.6,17.1,4.9
2011,5.1,14.8,16.7,8.5
2012,4.6,13.0,17.0,7.5
2013,2.1,12.3,17.7,8.3
2014,7.1,14.1,17.6,9.0
2015,4.4,13.0,17.5,9.8
2016,5.0,13.9,18.4,6.9
