year,annual-precipitations
1987,844
1988,916
1989,629
1990,646
1991,613
1992,789
1993,710
1994,818
1995,752
1996,605
1997,623
1998,922
1999,812
2000,848
2001,897
2002,769
2003,671
2004,801
2005,703
2006,731
2007,842
2008,723
2009,742
2010,785
2011,739
2012,852
2013,693
2014,809
2015,681
2016,821
