year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,537,540,-167,-288,36,9.3,3483,12,16.3,62
1988,770,487,110,-51,105,9.4,3465,15,15.5,55
1989,789,516,99,-153,154,9.2,3434,15,16.7,70
1990,679,567,-44,-175,64,8.9,3367,40,17.8,97
1991,749,618,-118,-319,137,10.0,3710,12,15.9,51
1992,771,517,72,-85,86,9.1,3437,19,16.5,80
1993,602,692,-368,-414,47,9.1,3417,22,15.8,72
1994,660,660,-259,-363,35,9.4,3474,25,15.8,72
1995,669,523,-20,-141,-6,9.3,3477,22,16.7,81
1996,730,636,-191,-300,45,10.1,3723,17,16.2,44
1997,834,647,-59,-257,168,9.8,3641,21,16.8,57
1998,708,514,23,-96,64,9.2,3432,16,16.3,72
1999,571,675,-381,-383,-22,9.5,3549,13,15.6,54
2000,781,641,-111,-263,110,9.3,3444,23,16.9,69
2001,657,484,10,-172,42,8.4,3180,15,15.5,83
2002,674,526,-26,-224,112,10.1,3709,12,15.3,30
2003,675,516,-14,-159,75,9.5,3556,13,15.7,68
2004,718,533,13,-186,146,9.3,3425,15,15.4,66
2005,761,516,67,-173,145,9.6,3602,11,15.5,48
2006,682,504,8,-167,83,9.3,3436,7,15.4,72
2007,523,566,-200,-305,61,9.1,3446,24,16.7,85
2008,745,528,48,-70,65,9.5,3492,25,17.1,69
2009,755,534,54,-182,188,9.7,3578,16,15.2,55
2010,693,540,-23,-203,68,9.5,3536,14,16.8,71
2011,621,531,-90,-226,29,9.7,3588,16,16.3,52
2012,680,545,-23,-178,42,9.5,3519,20,16.7,72
2013,719,526,30,-129,115,8.5,3226,21,16.7,93
2014,768,558,41,-180,152,10.0,3691,25,17.1,66
2015,723,526,28,-149,116,9.1,3441,13,15.7,78
2016,708,529,1,-190,73,9.9,3673,11,15.8,52
2016
2017,669,582,-86,-335,212,10.6,3868,20,16.9,58
2018,602,547,-117,-251,110,10.2,3728,25,17.1,54
2019,613,537,-91,-258,176,10.0,3666,22,17.2,68
2020,678,547,-56,-245,170,10.9,4011,22,17.3,36
2021,783,627,-83,-249,109,10.2,3722,14,16.6,37
2022,709,514,8,-175,164,10.2,3751,32,18.0,45
2023,750,663,-211,-314,72,10.4,3803,15,17.1,47
2024,593,693,-380,-438,25,10.2,3760,17,15.8,50
2025,692,531,-8,-188,98,9.7,3605,13,16.5,64
2026,603,701,-398,-489,87,10.5,3853,20,16.7,42
2027,829,596,-26,-148,36,9.9,3646,16,15.7,38
2028,744,535,40,-210,167,10.2,3757,12,15.7,55
2029,606,732,-408,-418,8,10.5,3849,30,17.5,50
2030,693,704,-273,-386,46,10.9,3981,29,17.8,52
2031,666,532,-42,-205,59,10.5,3850,18,16.7,61
2032,910,559,178,-139,239,10.7,3939,30,16.9,41
2033,806,518,111,-144,118,11.4,4181,19,16.5,16
2034,644,586,-110,-277,91,10.5,3833,38,18.0,49
2035,696,567,-43,-235,180,10.8,3964,32,17.3,38
2036,762,562,23,-217,118,10.7,3935,28,17.7,41
2037,822,558,96,-176,206,11.2,4082,28,17.3,33
2038,766,563,17,-145,89,11.4,4185,29,16.6,33
2039,697,578,-53,-261,125,10.9,4014,38,18.2,46
2040,811,544,89,-183,184,11.3,4147,31,18.2,33
2041,547,560,-184,-334,100,9.8,3616,27,17.6,53
2042,869,541,148,-206,225,10.6,3856,28,16.9,39
2043,734,561,-4,-230,155,10.8,3980,31,18.3,47
2044,897,570,169,-164,206,10.3,3777,29,16.4,46
2045,594,548,-122,-258,79,10.2,3756,31,17.2,56
2046,666,596,-103,-306,118,11.2,4107,61,18.8,40

min,500,400,,,,6,3000,,14
max,1000,900,,,,12,5000,,22
steps,11,11,,,,7,11,,5
decimal
