year,annual-average-temperature
1987,9.4
1988,10.6
1989,10.8
1990,11.0
1991,9.7
1992,10.5
1993,9.9
1994,11.3
1995,10.8
1996,9.0
1997,10.6
1998,10.3
1999,10.9
2000,11.0
2001,10.7
2002,11.1
2003,11.0
2004,10.7
2005,10.9
2006,11.2
2007,11.2
2008,10.6
2009,10.9
2010,9.5
2011,11.5
2012,10.5
2013,9.9
2014,11.5
2015,10.9
2016,10.9

min,7
max,13
steps,7
decimal
