year,F1,F3,M4
,label F1,label F3,label M4
1987,73,140,2
1988,54,131,2
1989,56,141,3
1990,82,149,1
1991,51,124,1
1992,56,153,2
1993,60,138,2
1994,65,141,2
1995,79,140,3
1996,59,133,1
1997,60,127,3
1998,52,133,0
1999,45,138,3
2000,70,143,1
2001,70,150,2
2002,45,130,2
2003,69,140,3
2004,52,135,0
2005,48,127,2
2006,71,135,3
2007,41,136,3
2008,55,146,3
2009,38,130,2
2010,67,137,1
2011,38,135,2
2012,57,134,1
2013,71,144,2
2014,30,141,2
2015,64,132,2
2016,54,127,2
2016
2017,46,134,5
2018,56,131,1
2019,69,146,0
2020,39,133,4
2021,40,136,2
2022,53,146,3
2023,27,136,5
2024,67,136,3
2025,74,137,0
2026,41,127,3
2027,52,133,3
2028,58,134,1
2029,49,132,1
2030,57,123,2
2031,51,139,3
2032,52,133,3
2033,24,114,1
2034,44,139,2
2035,51,126,0
2036,30,139,0
2037,48,129,4
2038,51,125,2
2039,43,135,3
2040,50,115,1
2041,57,138,4
2042,29,134,2
2043,40,125,5
2044,41,131,3
2045,68,148,5
2046,50,142,2

min,,80,0
max,,170,7
steps,,10,8
decimal
