year,annual-frozen-days
1987,73
1988,33
1989,51
1990,31
1991,58
1992,41
1993,49
1994,27
1995,44
1996,79
1997,49
1998,52
1999,33
2000,34
2001,43
2002,28
2003,54
2004,38
2005,47
2006,58
2007,26
2008,38
2009,41
2010,74
2011,30
2012,42
2013,56
2014,11
2015,40
2016,38
