year,annual-estival-days
1987,19
1988,13
1989,43
1990,40
1991,27
1992,28
1993,23
1994,35
1995,42
1996,24
1997,36
1998,22
1999,30
2000,22
2001,30
2002,18
2003,44
2004,35
2005,35
2006,39
2007,16
2008,23
2009,39
2010,30
2011,29
2012,24
2013,32
2014,18
2015,33
2016,33
