year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.2,12.2,17.0,7.2
1988,5.5,13.0,16.1,7.7
1989,5.8,12.6,17.4,7.4
1990,7.1,12.6,16.8,7.4
1991,4.0,10.8,17.7,6.2
1992,4.9,13.2,17.2,6.5
1993,4.6,13.8,15.1,6.0
1994,5.5,12.6,17.9,8.9
1995,5.6,12.2,18.0,7.4
1996,2.7,11.9,15.5,5.9
1997,4.9,12.3,17.6,7.5
1998,5.5,13.2,16.2,6.0
1999,5.4,13.1,18.2,6.9
2000,5.7,13.4,16.7,8.2
2001,5.4,12.5,17.0,7.7
2002,6.2,12.9,16.8,8.2
2003,4.7,13.8,18.5,6.9
2004,4.9,12.8,17.8,7.1
2005,4.8,13.5,17.4,7.9
2006,3.1,13.0,19.0,9.4
2007,6.9,14.8,16.0,7.0
2008,6.0,13.4,16.4,6.6
2009,3.5,14.0,18.1,8.0
2010,3.1,12.5,17.0,5.2
2011,5.6,14.7,16.7,9.0
2012,4.7,12.4,16.8,7.7
2013,2.2,11.7,17.6,8.0
2014,6.7,13.5,17.0,8.8
2015,4.2,12.7,16.8,9.6
2016,5.2,12.8,18.3,7.0
