year,annual-precipitations
1987,793
1988,844
1989,616
1990,578
1991,507
1992,788
1993,725
1994,694
1995,637
1996,565
1997,572
1998,673
1999,690
2000,933
2001,1025
2002,731
2003,485
2004,550
2005,615
2006,712
2007,698
2008,777
2009,609
2010,633
2011,511
2012,702
2013,721
2014,764
2015,681
2016,656
