year,annual-average-temperature
1987,7.4
1988,9.2
1989,9.7
1990,9.6
1991,8.4
1992,9.4
1993,8.5
1994,9.6
1995,8.8
1996,6.9
1997,8.9
1998,9.3
1999,9.5
2000,10.2
2001,9.1
2002,9.4
2003,9.3
2004,8.8
2005,9.1
2006,9.6
2007,9.9
2008,9.6
2009,9.1
2010,7.7
2011,9.8
2012,9.2
2013,8.6
2014,10.4
2015,10.2
2016,9.7

min,6
max,14
steps,9
decimal
