year,annual-estival-days
1987,17
1988,28
1989,35
1990,29
1991,27
1992,39
1993,19
1994,35
1995,40
1996,22
1997,37
1998,27
1999,36
2000,31
2001,29
2002,33
2003,64
2004,27
2005,34
2006,48
2007,31
2008,36
2009,35
2010,31
2011,42
2012,35
2013,32
2014,34
2015,47
2016,49

min,16
max,130
steps,9
decimal
