year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,2,51,-82,4,2,-206,64,23,80
1988,3,31,-112,3,7,-287,70,47,94
1989,15,38,-79,1,19,-238,47,34,79
1990,7,22,-174,4,5,-281,56,27,112
1991,1,38,-183,4,2,-327,72,48,61
1992,5,30,-69,5,3,-191,73,36,48
1993,11,28,-148,6,2,-351,58,32,68
1994,7,13,-126,4,9,-317,69,27,69
1995,10,22,-143,4,3,-249,42,27,87
1996,23,27,-184,3,11,-356,57,37,115
1997,8,24,-164,4,3,-278,55,40,124
1998,24,29,-132,5,23,-256,50,40,112
1999,12,53,-193,3,15,-389,54,29,88
2000,17,21,-141,3,12,-307,64,44,91
2001,13,23,-98,5,9,-229,44,37,127
2002,7,23,-63,3,14,-204,53,30,107
2003,6,20,-128,6,10,-285,74,17,84
2004,10,37,-68,4,4,-233,63,31,99
2005,20,35,-80,2,5,-248,69,34,86
2006,3,23,-125,3,5,-314,58,31,40
2007,9,9,-168,3,7,-342,36,23,46
2008,6,28,-167,4,15,-346,53,34,101
2009,6,30,-156,1,12,-311,65,26,97
2010,6,30,-64,3,13,-219,63,16,53
2011,5,19,-170,5,5,-258,43,17,185
2012,16,27,-40,3,8,-116,74,33,182
2013,15,32,-148,4,10,-292,47,43,121
2014,12,12,-96,6,1,-267,55,37,43
2015,3,30,-162,5,9,-285,69,40,134
2016,30,19,-180,5,18,-303,46,53,107
2016
2017,6,15,-87,5,16,-239,60,23,125
2018,25,9,-132,4,24,-329,41,16,84
2019,25,50,-155,4,21,-334,53,32,76
2020,21,23,-105,3,6,-269,57,18,61
2021,18,18,-174,4,6,-286,51,31,157
2022,15,24,-131,7,5,-257,55,16,94
2023,21,12,-208,5,4,-405,33,6,52
2024,22,20,-163,6,13,-337,48,24,95
2025,12,18,-78,6,4,-207,47,21,83
2026,8,25,-190,2,10,-338,59,6,94
2027,18,26,-153,2,2,-329,50,28,74
2028,5,3,-95,5,5,-227,56,9,105
2029,21,26,-232,6,13,-424,49,29,75
2030,11,23,-113,4,4,-206,71,24,128
2031,10,23,-73,4,7,-236,65,33,41
2032,18,29,-124,4,10,-327,62,16,40
2033,10,22,-131,4,10,-232,58,16,92
2034,9,36,-85,4,11,-277,60,22,36
2035,32,17,-129,5,13,-269,46,32,111
2036,15,11,-170,3,9,-268,63,29,111
2037,7,13,-127,3,8,-239,60,17,126
2038,19,25,-54,1,28,-243,45,28,41
2039,12,14,-108,3,18,-257,67,31,85
2040,24,16,-77,3,11,-214,33,14,85
2041,3,43,-123,5,13,-291,69,20,68
2042,17,19,-145,7,3,-293,41,13,71
2043,14,30,-88,6,17,-297,69,24,34
2044,19,30,-116,2,7,-245,55,19,51
2045,14,30,-127,3,14,-231,56,25,116
2046,22,30,-122,6,13,-335,46,18,45

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
