year,annual-frozen-days
1987,103
1988,82
1989,71
1990,60
1991,96
1992,69
1993,88
1994,74
1995,94
1996,116
1997,80
1998,68
1999,67
2000,49
2001,84
2002,71
2003,97
2004,89
2005,86
2006,83
2007,55
2008,67
2009,82
2010,109
2011,84
2012,69
2013,95
2014,57
2015,68
2016,73
