year,annual-precipitations
1987,890
1988,832
1989,793
1990,657
1991,238
1992,585
1993,528
1994,593
1995,821
1996,570
1997,552
1998,616
1999,564
2000,541
2001,715
2002,724
2003,439
2004,581
2005,640
2006,466
2007,780
2008,566
2009,672
2010,813
2011,520
2012,552
2013,671
2014,598
2015,512
2016,561

min,300
max,2000
steps,10
decimal
