year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-3.2,11.3,16.1,5.2
1988,2.5,12.7,16.6,5.0
1989,4.0,12.4,17.1,5.0
1990,4.8,12.5,16.1,4.9
1991,1.7,10.2,17.5,4.0
1992,2.8,12.9,17.6,4.3
1993,1.2,13.6,15.2,3.6
1994,2.7,12.1,17.5,5.9
1995,2.4,11.3,17.2,4.1
1996,-2.1,11.6,14.6,3.6
1997,2.4,11.7,17.3,4.3
1998,4.0,13.5,16.0,3.6
1999,2.7,12.5,17.9,4.9
2000,3.2,14.2,16.4,7.0
2001,2.2,11.8,16.9,5.4
2002,3.6,12.8,17.1,4.2
2003,0.4,13.8,18.2,4.5
2004,1.6,11.8,16.7,5.1
2005,0.9,12.7,16.8,5.6
2006,-1.0,12.5,18.6,7.9
2007,4.8,14.4,16.0,4.3
2008,4.0,12.9,16.5,4.9
2009,0.5,13.2,17.6,5.0
2010,-0.7,11.8,16.9,2.5
2011,1.7,14.0,17.0,6.2
2012,1.6,12.8,17.2,4.8
2013,-1.1,11.9,17.2,6.2
2014,4.3,13.1,17.3,6.8
2015,2.7,12.1,18.3,7.6
2016,2.6,13.0,18.4,4.9
