year,annual-precipitations
1987,750
1988,816
1989,527
1990,566
1991,471
1992,610
1993,554
1994,669
1995,701
1996,521
1997,589
1998,555
1999,666
2000,818
2001,829
2002,637
2003,485
2004,592
2005,552
2006,653
2007,565
2008,627
2009,571
2010,660
2011,539
2012,632
2013,838
2014,694
2015,556
2016,762
