year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.2,13.7,19.3,8.5
1988,6.7,14.9,18.3,8.8
1989,7.2,14.7,19.7,8.8
1990,8.3,14.3,19.2,8.2
1991,5.2,12.4,20.4,7.1
1992,5.2,14.6,19.3,7.7
1993,5.5,15.6,17.7,6.9
1994,6.5,13.5,19.0,9.9
1995,6.4,13.4,19.0,8.6
1996,4.6,13.7,16.9,6.9
1997,5.7,13.8,19.5,8.5
1998,6.3,14.5,18.3,6.8
1999,6.1,14.6,20.0,7.7
2000,6.1,15.0,18.6,9.8
2001,6.8,13.8,18.0,7.8
2002,7.4,14.6,17.9,9.6
2003,5.3,16.2,20.9,7.8
2004,5.3,13.8,19.1,7.8
2005,4.7,15.1,18.8,8.2
2006,4.1,14.8,20.5,9.8
2007,7.6,16.5,17.3,7.0
2008,6.6,14.5,17.7,7.4
2009,4.1,15.3,19.6,8.8
2010,4.0,13.9,18.6,6.4
2011,6.2,16.2,18.6,10.0
2012,5.0,14.0,18.4,8.7
2013,3.7,12.8,19.1,8.6
2014,7.4,14.4,18.1,9.8
2015,5.0,14.5,19.1,9.9
2016,5.9,13.7,19.5,7.3
