year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,12,2,-62,7,4,-281,64,21,102
1988,16,1,-125,6,2,-333,51,29,97
1989,11,2,-80,3,0,-169,53,25,134
1990,9,1,-70,5,1,-283,67,25,87
1991,17,1,-81,6,7,-277,66,22,152
1992,2,2,-78,5,0,-204,68,25,81
1993,19,1,-132,6,2,-381,59,27,74
1994,18,1,-94,3,8,-250,63,30,130
1995,17,1,-142,6,2,-231,45,19,210
1996,15,4,-75,5,1,-297,57,30,109
1997,16,3,-27,3,1,-180,64,23,102
1998,15,8,-9,5,2,-142,66,28,97
1999,21,5,-202,6,4,-449,63,26,62
2000,15,4,-124,5,2,-241,59,27,98
2001,21,0,-73,4,0,-230,53,13,113
2002,18,2,-103,7,3,-312,54,23,73
2003,14,5,-8,4,1,-116,53,26,134
2004,14,1,-93,4,5,-242,55,22,122
2005,12,3,-68,4,7,-208,57,16,112
2006,17,1,-53,5,0,-211,38,15,80
2007,12,0,-95,2,8,-282,54,15,73
2008,4,0,4,5,0,-161,76,23,66
2009,10,3,-19,5,0,-43,49,22,155
2010,13,0,16,2,1,-154,71,30,59
2011,14,0,58,2,12,-90,57,25,138
2012,22,2,-99,4,7,-209,50,31,164
2013,17,0,-52,5,4,-216,54,37,115
2014,13,4,-101,6,1,-289,53,28,121
2015,24,1,-23,2,2,-205,53,13,59
2016,13,0,-63,4,2,-257,64,25,138
2016
2017,32,1,-66,3,5,-261,44,17,123
2018,8,4,-100,5,3,-283,57,8,40
2019,19,1,6,6,7,-205,57,7,105
2020,39,4,-143,7,7,-415,35,1,35
2021,28,3,-152,5,6,-406,49,18,67
2022,30,3,-120,3,9,-308,39,14,55
2023,13,5,-94,5,6,-309,56,14,101
2024,17,2,11,2,6,-206,59,5,74
2025,14,1,-30,5,0,-214,60,1,84
2026,23,1,-160,6,15,-431,51,8,89
2027,26,0,-179,5,11,-387,39,8,90
2028,32,0,-80,4,5,-225,42,12,123
2029,25,1,-4,3,4,-262,55,10,91
2030,28,2,-161,5,6,-412,44,10,41
2031,29,6,-104,7,10,-341,33,6,96
2032,23,0,-108,4,9,-318,52,13,113
2033,33,2,-124,5,4,-382,46,13,73
2034,25,0,-103,5,1,-316,48,5,103
2035,20,3,-169,4,6,-352,45,13,77
2036,31,2,-136,4,5,-342,24,22,61
2037,29,3,-60,7,8,-304,60,16,61
2038,38,0,-104,5,8,-315,33,14,85
2039,22,4,-132,8,5,-324,41,8,131
2040,24,0,-79,6,2,-298,49,11,109
2041,24,8,-123,4,11,-346,37,10,67
2042,22,7,-69,6,14,-314,53,7,70
2043,20,1,-72,2,4,-308,56,8,55
2044,29,1,-90,5,15,-274,39,3,141
2045,22,2,-77,3,6,-201,49,3,165
2046,11,2,-91,6,7,-250,54,27,106
