year,annual-hydric-deficit
1987,57
1988,102
1989,-320
1990,-267
1991,-281
1992,-198
1993,-211
1994,-66
1995,-64
1996,-239
1997,-194
1998,-228
1999,-121
2000,43
2001,95
2002,-148
2003,-406
2004,-191
2005,-235
2006,-156
2007,-194
2008,-106
2009,-241
2010,-104
2011,-276
2012,-139
2013,95
2014,-91
2015,-290
2016,35
