year,annual-frozen-days
1987,60
1988,23
1989,47
1990,33
1991,55
1992,41
1993,44
1994,29
1995,44
1996,59
1997,54
1998,46
1999,30
2000,21
2001,48
2002,27
2003,57
2004,48
2005,62
2006,59
2007,36
2008,54
2009,53
2010,69
2011,36
2012,46
2013,53
2014,15
2015,48
2016,42
